;Titile;Genre;Realease Date;Description;Cover Photo Url
828;Drakensang: The Dark Eye;RPG;01 August 2008;A classic RPG developed by Radon Labs, based on the narrative RPG system Das Schwarze Auge (The Dark Eye). The game takes place in a fantasy realm called Aventuria, where an epic adventure awaits  during the game the player will visit not only the center of the continent called Middenrealm, but more exotic areas as well. Before the beginning of the game, the player first creates his character that is described by various traits and parameters. These parameters later impact the ways the player can interact with the surrounding world. The protagonists skills are supplemented by the abilities of his allies, who can be recruited during the game  they are especially helpful on the battlefield. The battles are played in real-time and the game offers an active pause. The success is determined based on the traits, skills and weapons of party members. Drakensang: The Dark Eye puts great emphasis on conversations with NPCs and on completing quests. The title features colorful graphics that are nice to watch, and a climatic soundtrack.;https://cdn.gracza.pl/galeria/gry13/200/515058703.jpg
829;The Settlers: Rise of an Empire;Strategy;25 September 2007;The sixth major installment in the highly popular series of economical strategies started in 1993 by Blue Byte. After the very innovative fifth installment, the developers decided to go back to the good old solutions and only improve them with some new features. The general premise of the game hasnt changed - the player is still tasked with controlling a small village and transforming it into a modern, well-fortified metropolis. The key to success is creating an efficient production chain that will guarantee a steady flow of resources, food etc. It is also required to create a strong army that will provide protection from potential invaders. Among the new features there are new characters whose special abilities provide bonuses during the game. It is worth noting that there are no geologists anymore and the player no longer needs to create paths  now they are generated automatically.;https://cdn.gracza.pl/galeria/gry13/200/363455390.jpg
830;Mordhau;Action;29 April 2019;An action game developed by the independent developer Team Mordhau. The players assume the role of medieval knights and take part in online duels to the death. The characteristic feature of Mordhau is incredibly elaborate combat system that lets us execute precise strikes, slow down and feint attacks. Moreover, we can personalize our armor and weapons to our liking. Whats interesting, the armor our avatar wears affects his mobility  for example, a light armor provides less protection from damage but lets us perform fast dodges. The production was designed solely with multiplayer mode in mind and is powered by Unreal Engine 4 which provides high-quality graphics.;https://cdn.gracza.pl/i/h/10/76013234.jpg
831;Door Kickers: Action Squad;Action;10 September 2018;2D retro shooter and spin-off to the Door Kickers series. Door Kickers: Action Squad has you play as a member of an elite anti-terrorist squad. You take part in a series of missions, which usually require you to infiltrate a building and save hostages. This, however, is not easy, as your character can die at the hands of all sorts of criminals: sprinters armed with knives, terrorists wearing bomb vests, or mobsters armed to the teeth. On the other hand, you can command one of several character classes, including an operator with a shield, or a breacher armed either with a shotgun or a submachine gun. It is also worth to use police tactics, such as breaching through windows and skylights, or classically, by kicking down doors. At any moment you can also invite a friend to play with you, as the game offers both local and online co-op mode. Door Kickers: Action Squad uses old-school stylistics, combined with modern light effects.;https://cdn.gracza.pl/galeria/gry13/200/193370265.jpg
832;Egress;RPG;24 October 2019;A role-playing game featuring battle royale mutliplayer matches. Egress is set in a grim town, in which you fight others to the death, using various weapons you find on your way.;https://cdn.gracza.pl/galeria/gry13/200/76410896.jpg
833;The Banner Saga;RPG;14 January 2014;"Inspired by the Nordic mythology, a cRPG developed by the independent studio Stoic, whose members worked on, for example, Star Wars: The Old Republic. The action takes us to a world where fratricidal bloodshed between the gods led to chaos and wars. This is an ""on the road"" type of story, divided into two main plot branches, telling the stories of two Viking parties trying to escape from the threat posed by a mysterious, stone-like race called the Dredge, born as the result of gods experiments. Set in fantasy realities, the gameplay combines adventure and RPG elements with a turn-based combat system. With game's progress, your party gains experience and becomes more and more powerful. Also, the decisions you make will exert heavy influence on the plot. The game features amazing 2D graphics, employing art style similar to that of Walt Disney productions.";https://cdn.gracza.pl/i/h/10/508050250.jpg
834;Command & Conquer: Generals;Strategy;11 February 2003;Another installment in a series of popular RTS games, which was initiated by Westwood Studios in 1995. Once Electronic Arts took over, EA Pacific was entrusted with the task of creating the game;
835;Sid Meier's Pirates!;Adventure;22 November 2004;Sid Meiers pirates! is a new version of the classic from the 80s. Similarly to the original version, it is a mix of features of action games, adventure games and cRPGs. The game takes place during the age of the pirates in the Caribbean.;https://cdn.gracza.pl/galeria/gry13/200/267205140.jpg
836;Spike Volleyball;Sports;05 February 2019;Sports game about volleyball. At Spike Volleyball, we have 50 national men's and women's teams in our hands;
837;Harry Potter and the Chamber of Secrets;Action;14 November 2002;The second installment of the video game series following the adventures of Harry Potter based on the books written by J.K. Rowling. Young wizard, who is about to start his second year at Hogwarts, is bound to encounter new challenges.;https://cdn.gracza.pl/galeria/gry13/200/1594935078.jpg
838;Driver: San Francisco;Racing;01 September 2011;The fifth major installment of the popular series of racing action games developed since 1999. The title was created by the authors of the previous installments in the series, the Reflections Interactive studio which currently belongs to Ubisoft. The story of the game references the third chapter of the franchise in which the policeman John Tanner was fighting a gangster named Jericho. As the protagonist was chasing after the criminal, an accident occurred and Tanner was put into coma. The game takes place in the dreams of the protagonist. This allowed the developers to introduce some innovative solutions which impact the dynamics of the game. The game introduces Shift system which allows the player to switch between all vehicles in the range of sight almost completely freely. The developers recreated more than a hundred licensed vehicles and the game takes place in the giant virtual recreation of the city of San Francisco which has the size of 209 square miles. Polished driving system and damage system makes the game more realistic.;https://cdn.gracza.pl/i/h/10/357377508.jpg
839;Heroes of the Storm;Action;02 June 2015;Online action game representing the popular Multiplayer Online Battle Arena genre;
840;Medal of Honor: Pacific Assault;Action;04 November 2004;A continuation to the 2002's best-selling first-person shooter Medal of Honor: Allied Assault, released by Electronic Arts company. Action of the installment, developed this time by the EA's internal studio, focuses on the US-Japan conflict during the World War II in the Pacific region. In the game we take part in a series of missions taking place in jungles, military bases and warships  fighting both alone and alongside other members of our squad  starting from the historic attack on Pearl Harbor base and ending with the famous battle of Guadalcanal. Compared with the original, Pacific Assault features much more cutscenes, illustrating ongoing events and changes in the psyche of the protagonist. Individual missions are also characterized by increased degree of non-linearity, which allows us to complete them in several different ways. Concerning technical aspects, the game is built on improved Quake III engine, used in the first installment of the series.;https://cdn.gracza.pl/i/h/10/359459391.jpg
841;Project Hospital;Strategy;30 October 2018;Project Hospital is a strategy game developed by independent studio Oxymoron Games. It enables the players to manage a virtual hospital. The title resembles Theme Hospital, a game released during the nineties by famous company Bullfrog.;https://cdn.gracza.pl/i/h/10/525963548.jpg
842;What Remains of Edith Finch;Adventure;25 April 2017;What Remains of Edith Finch is a unique adventure game developed by Giant Sparrow, which focuses on the evanescence of life. The game tells a set of short stories about the fate of the members of a certain American family that has been cursed. The history told in those episodes takes place over a span of one hundred years in Washington state, a place filled with forests and mountains, a location that resembles a little the cult TV show Twin Peaks. In terms of gameplay mechanics, What Remains of Edith Finch is your typical first-person adventure game. The climate and gameplay mechanics change depending on which family member we are currently controlling. What connects every story told in the game is the fact that in each and every one of them our protagonist dies. Another common ground between them is the titular character of Edith, who tries to discover her family's dark secret and find out why she is the only surviving member.;https://cdn.gracza.pl/i/h/10/428021596.jpg
843;Stranded Sails: Explorers of the Cursed Islands;RPG;17 October 2019;Stranded Sails - Explorers of the Cursed Islands is an open world adventure game from rokapublish studio. We play the role of a shipwrecked man who, together with his crew, has the task of getting out of the cursed archipelago, where he got stuck after the shipwreck.;https://cdn.gracza.pl/galeria/gry13/200/116990750.jpg
844;Team Fortress 2;Action;10 October 2007;The continuation of the multiplayer FPS with strategy elements, being a continuation of the legendary Quakes freeware modification from 1996. After Valve Corporation bought the title, subsequent versions of the game were powered by Half-Lifes engine, while TF 2 utilizes the modern Source engine. To some extent, mechanics resemble those in the original Team Fortress, which means completing subsequent missions, despite the other team's efforts to prevent that. There are 9 well-balanced classes which feature unique abilities. Cooperation  the key to success  consists in the skillful use of character abilities that supplement each other. The most characteristic element of the game are the exaggerated heroes and humorous visuals that go against the hyper-realism trend, employing the style of an animated movie.;https://cdn.gracza.pl/i/h/10/603845781.jpg
845;Aliens: Colonial Marines;Action;12 February 2013;Aliens: Colonial Marines is a first-person shooter based on the Alien franchise and developed by Gearbox Software. The game's story focuses on finding Ellen Ripley. Our protagonist, Christopher Winter, Colonial Marines corporal, is a member of the rescue mission that, as a result of a disaster, lands on the xenomorph-infected planet LV-426. The eleven-mission campaign can be played alone or in co-op with other players. The game also comes with a multiplayer mode where we can play as both soldiers and xenomorphs. Aliens: Colonial Marines uses Red Ring engine, a modified version of Unreal Engine 3.;https://cdn.gracza.pl/i/h/10/2318781.jpg
846;MediEvil 2;Action;19 April 2000;Continuation of the action adventure game released in 1998. Again, we play Sir Daniel Fortesque, a dead knight who was brought back to life to defeat the evil sorcerer.;https://cdn.gracza.pl/galeria/gry13/200/348332027.jpg
847;SpellForce 2: Shadow Wars;Strategy;07 April 2006;The second major installment of the popular series that combines the features of real-time strategy game with the traits characteristic of cRPG titles. The story of Spellforce 2: Shadow Wars focuses on a new threat caused by the titular Shadows. The player is tasked with leading one of three factions that declared war on the forces of evil. Similarly as in case of the first installment in the series, the gameplay is based on two pillars. The first pillar is based on completing various main and side quests, developing the protagonist (among the available classes there is a mage and a rogue) and obtaining more and more powerful equipment. The strategic aspect of the game allows the player to control one of nine races and it focuses on expanding the settlements, providing them with technology and recruits. In addition to the regular infantry and cavalry, in the game there are also flying units and heroes with unique abilities. The story campaign for the single player is the main attraction of Spellforce 2: Shadow Wars, but the game contains a multiplayer mode as well.;https://cdn.gracza.pl/galeria/gry13/200/243564984.jpg
848;Dota 2;Action;09 July 2013;A fantasy MOBA game (Multiplayer Online Battle Arena) that combines elements of real-time strategy, action RPG, and action adventure game. This title was produced by Valve Software as a follow up to the popular Warcraft III: Reign of Chaos modification, Defense of the Ancients. Just like the original mod, Dota 2 focuses on clashes of two teams made up of up to 5 people, each one controlling one hero. The key to victory is the proper usage of the unique abilities of the heroes and cooperation. When it comes to technical aspects, the game is powered by the popular Source engine, the technology capable of hitting the sweet spot between visual quality and relatively low system requirements.;https://cdn.gracza.pl/i/h/10/428882831.jpg
849;God of War: Ascension;Action;12 March 2013;The fourth chapter of the adventures of Kratos, the Spartan warrior-gone-god. The title is a prequel to the God of War trilogy. The protagonist of the game was deceived by Ares into murdering his family. He decides to be no longer obedient to the god of war, for what he is sent to the titan prison. Despite the madness and tortures, he doesnt abandon his hopes for revenge. Once he manages to escape, he can start his bloody revenge on the gods of the Olympus. The developers from Sony Santa Monica remained faithful to the gameplay mechanics based mostly on spectacular battles with powerful (and frequently gigantic) enemies. The mechanics of the game were improved with a series of new features. Among them there is a multiplayer mode which allows up to eight players to play together through Internet.;https://cdn.gracza.pl/i/h/10/416406953.jpg
850;Forge of Empires;Strategy;02 May 2013;Forge of Empires is a browser strategy game in which the main goal is to transform a small town into a developed metropolis. The action takes place over several historical epochs. We erect buildings, develop new technologies, collect raw materials, earn money, and form and maintain a strong army capable of counteracting a possible attack and expansion into the surrounding areas.;https://cdn.gracza.pl/galeria/gry13/200/83918890.jpg
851;FIFA 11;Sports;28 September 2010;Another installment in the soccer game series by EA Sports. Compared to its predecessor, FIFA 11 features many improvements. One of the biggest novelties is the Personality Plus system, which reflects the player's distinct characteristics in the pitch, making the difference between soccer stars and other players more apparent. The goalkeepers' behavior was also improved, as they estimate the ball's trajectory more realistically now and can be fooled by ricocheting during free kicks. Other improvements include upgraded animations of the players, i.e. during the goal celebration. FIFA 11 allows you to lead your team to victory in a single match or in a campaign-like manager mode. The game also features the Be A Pro mode, in which you take on the role of a given player and develop his skills. You can also compete against others in the online mode.;https://cdn.gracza.pl/i/h/10/1035504703.jpg
852;Enter the Gungeon;Arcade;05 April 2016;A unique mix of a classic dungeon crawler and a dynamic, two-dimensional shooter from the debuting American studio, Dodge Roll. We play as a hero seeking for the legendary weapon that can change the past of a distant planet. To achieve his goal, he must explore the eponymous ancient temple where many dangers and surprises await him. Featuring a top-down view, the game tasks us with exploration of randomly generated levels of the temple. We come across numerous enemies and bosses, as well various shops and friendly characters that will help us in our journey. The games combat system is based on classic twin-stick shooters, allowing us to use environmental objects as weapons in addition to an already vast selection of guns and gadgets.;https://cdn.gracza.pl/i/h/10/347976594.jpg
853;Lionheart: Legacy of the Crusader;RPG;12 August 2003;A cRPG game modelled on the cult Fallout series. The action takes place in the alternative reality of 16th-century Europe, where magic and technology are intertwined. The game is about completing quests, killing enemies, collecting treasures and developing the hero. ;https://cdn.gracza.pl/galeria/gry13/200/278913563.jpg
854;Mirror's Edge;Action;11 November 2008;An unorthodox action game developed by studio EA DICE. The game combines the dynamic of typical first-person perspective shooters with platform game elements. The story of the game takes place in the future, in a large metropolis where every citizen is being watched for his own good by a totalitarian government. Among the people who dont want to be controlled there are the so-called runners who mastered the art of parkour that allows them to quickly and effectively move through the concrete jungle. The player assumes the role of a female courier named Faith who is trying to protect the good name of her sister framed into murder. The gameplay consists of series of missions during which Faith uses her skills to move through the roofs and buildings while avoiding guards. In case of confrontation one can eliminate the opponent with fists or by using gunfire taken from the guard.;https://cdn.gracza.pl/i/h/10/525154652.jpg
855;Team Sonic Racing;Racing;21 May 2019;An arcade racing game with Sonic the hedgehog. The players can select one of fifteen characters, customize their vehicle and race on colorful tracks while attacking other participants. The game is focused on competitiveness and cooperation with friends.;https://cdn.gracza.pl/i/h/10/70719562.jpg
856;SteamWorld Dig 2;Arcade;21 September 2017;A sequel to the 2013 metroidvania title, developed by Image & Form. Once again, the players are taken to a unique world that combines steampunk with western setting, this time as a female robot looking for her missing friend. The gameplay of SteamWorld Dig 2 doesnt depart from the groundwork of its predecessor, focusing on digging underground tunnels to reach places of interest and find treasures we can spend to upgrade our equipment. There are also various enemies to defeat with our more or less fancy weapons. Like the previous works of Image & Form, the game features good-looking cartoonish visuals.;https://cdn.gracza.pl/i/h/10/519534513.jpg
857;The Elder Scrolls Online: Dragonhold;RPG;26 October 2019;Another major expansion to The Elder Scrolls Online. It introduces the Pellitine region, which is devastated by pestilence and full of new tasks and equipment.;https://cdn.gracza.pl/galeria/gry13/200/logo_small.gif
858;Call of Cthulhu: Dark Corners of the Earth;Adventure;25 October 2005;A horror action adventure game. The production refers to the work of H.P. Lovecraft and the universe he created. In the game, taking place in the year 1920, we play as detective Jack Walters, who has to find a missing person. The trails eventually lead the protagonist to the bottom of the town's dark secret. The game focuses on traveling through various locations, fighting against opponents and searching for clues.;https://cdn.gracza.pl/galeria/gry13/200/238796046.jpg
859;Overlord;RPG;26 June 2007;An action game with RPG features. The title was developed by Triumph Studios. The player is taken to a classic fantasy world. However, contrary to the typical genre tropes, this time they assume the role of a lord of darkness. The main characters greatest wish is to take over the world. Hordes of minions with various abilities are helping them in achieving this goal. In Overlord the player is fighting legions of opponents by sending his small, brave, but very stupid followers to a certain death. They are for example very effective when it comes to triggering explosives, but if needed they can also jump into a fire or down a cliff. Although the game is filled with unique humor and a bit tongue-in-cheek, it also contains a bar that represents the corruption level of the protagonist. The player can transform the protagonist into a true evil lord. However he can also change him into a lord protector, for example by helping the citizens of a besieged city. The title has nice looking, colorful graphics that use a slightly cartoonish style.;https://cdn.gracza.pl/galeria/gry13/200/75574546.jpg
860;Gun Gun Pixies;Action;27 April 2017;A combination of a three-dimensional shooter and a platformer. Players embody two aliens several centimetres long, which were sent with the mission of researching human behaviours and customs. During the game we visit rooms belonging to five different students living in a women's dormitory.;https://cdn.gracza.pl/galeria/gry13/200/204207093.jpg
861;Cat Quest II;RPG;24 September 2019;Continuation of the warmly acclaimed action RPG game, in which we find ourselves in a fantastic land inhabited by animals. In Cat Quest II: The Lupus Empire, we once again travel the vast world and perform a variety of tasks while facing increasingly powerful adversaries.;https://cdn.gracza.pl/galeria/gry13/200/4799859.jpg
862;Doom (1993);Action;10 December 1993;A first-person shooter set in a science fiction realm, created by id Software studio, previously known mainly for the arcade series Commander Keen and the groundbreaking Wolfenstein 3D. Action of Doom takes place in the near future, and players play the part of a cosmic Marine who, for insubordination, is sent to UAC corporation's secret research facility on Mars. When, in the fallout of an interdimensional gate experiment, the base gets overrun by bloodthirsty monsters from outer space, we have to provide reconnaissance and, of course, eliminate all potential threat. In each of nearly 30 levels of the game the player's task is to find an exit, the keys to open it, and to eliminate all encountered monsters using a wide arsenal of both classic and futuristic weapons. The game features a large dose of brutality, claustrophobic atmosphere, and three-dimensional graphic design.;https://cdn.gracza.pl/i/h/10/598920703.jpg
863;Metal Gear Solid;Action;03 September 1998;A tactical action game with stealth features, developed by Konami, as well as continuation of the Metal Gear series, which began over a decade earlier on 8-bit MXS computers. The story takes place in the not-so-far future and tells about an attack of a dangerous terrorist organization on a secret military base in Alaska. Players take role of Snake, the special forces soldier known from previous titles, whose objective is to infiltrate the base, save the hostages and stop the terrorists, who threaten to launch nuclear missile. Unlike its predecessors, Metal Gear Solid has been created in full 3D, though the game premises remained unchanged. Gameplay focuses on stealth elements: acting in secrecy and avoiding guards, cameras, and direct confrontation. Nonetheless, the game doesn't lack action sequence, where the protagonists makes use of a vast arsenal of weapons and useful gadgets.;https://cdn.gracza.pl/galeria/gry13/200/-1421849968.jpg
864;Paladins: Champions of the Realm;Action;08 May 2018;A multiplayer-oriented first person action game developed by Hi-Rez. The action takes place in a slightly unusual fantasy world featuring advanced technology, including firearms and vehicles. Ironically, all of the technological advancements present here are powered by magic. The gameplay focuses on online battles between small groups of players controlling characters belonging to different available classes, each having distinctive weapons and four unique skills. The battles are very fast-paced in any of the several different game modes. The most important is the Siege, in which a great siege engine appears on the battlefield. Furthermore, the game diversifies the experience by adding elements of card games  - the players can build card decks. The cards can provide a character with different bonuses, and three of them, selected at random, are available to use during a match.;https://cdn.gracza.pl/i/h/10/81663294.jpg
865;Scarface: The World is Yours;Action;06 October 2006;A dynamic action game/TPP, directed decisively to older players, whose plot loosely refers to the 1983 film Scarface (Man with a Scarf), directed by Brian de Palma and with a great Al Pacino in the lead role.;https://cdn.gracza.pl/galeria/gry13/200/576750890.jpg
866;Slay the Spire;RPG;23 January 2019;A card game with roguelike elements, developed by Mega Crit. In Slay the Spire, you have to reach the top of the eponymous spire;
867;Field of Glory: Empires;Strategy;11 July 2019;A strategy game that takes us to Europe from 310 BC. - 190 n.e. During the game we take control over the chosen nation and lead it to victory over the others. To succeed, we must conquer more territories and take care of the cultural, economic and political background of our empire.;https://cdn.gracza.pl/i/h/10/599105812.jpg
868;Jade Empire: Special Edition;RPG;12 April 2005;An action RPG developed by the creators of the Baldurs Gate and Neverwinter Nights series. Initially, it was released solely for Xbox, then its expanded edition came out for the popular PC platform. The story of Jade Empire takes place in a fantasy world based on Chinese mythology. In the game, we assume the role of one of six characters  all of them students of a famous martial arts teacher called Master Li  that have to hone their skills under the supervision of their mentor in order to become true legends. The story is non-linear and is distinguished by the mechanism of making constant choices between good and evil, therefore each interaction with the environment, each conversation with an NPC, and even a fight influences the further plot progress and our characters development path. The game offers fully 3D graphics with third-person perspective view and a real-time combat system that requires combining individual strikes into complex sequences.;https://cdn.gracza.pl/i/h/10/586595957.jpg
869;WRC 5;Racing;09 October 2015;The fifth installment in a series of racing games initiated in 2010 and devoted to rallying. Despite entrusting a completely new crew with the task of creating this game, the mechanics haven't changed significantly since previous installments - WRC 5 was developed by Kylotonn Games, the creators of such games as Bet on Soldier or Hunter's Trophy. The player's goal is to complete subsequent career events by taking part in competitions such as WRC, WRC 2 or WRC Junior, for example. The creators obtained the World Rally Championship licenses, allowing real-life teams, drivers and co-drivers to appear in the game. The game offers new, more realistic driving physics, as well as carefully recreated rally stages from 14 countries. WRC 5 is the first installment in the series to be released for eighth-gen consoles, which resulted mainly in a visible increase in the quality of the visuals, as well as implementation of changing weather conditions.;https://cdn.gracza.pl/i/h/10/502908160.jpg
870;Mortal Kombat XL;Fighting;01 March 2016;An expanded edition of Mortal Kombat X by NetherRealm, released in April 2015 as the tenth installment in the cult fighting game series which was launched back in 1992 on arcade machines. The action takes place 25 years after the events of the original game and tells a completely new story, in which new characters, for example: Johnny Cage and Sonya Blades daughter, play a major role. The gameplay mechanics were not changed significantly  it is still a 2.5D fighting game that puts emphasis on special attacks and spectacular finishers. Mortal Kombat XL contains all DLCs released as a part of the original game's season pass. Apart from a large variety of various skins for the available warriors, their biggest attraction are bonus playable fighters such as the four-armed Goro, Tremor, Tanya Tri-Borg, Bo Rai Cho, as well as iconic movie characters like Predator, Xenomorph, Jason Voorhees, or Leatherface.;https://cdn.gracza.pl/i/h/10/337595305.jpg
871;Duke Nukem Forever;Action;10 June 2011;Duke Nukem Forever is a sequel of the heavily-worshiped FPS, whose origins reach the beginning of the 1990s. After many years of silence, and a turbulent development cycle  during which the production was taken away from 3D Realms, and given to Gearbox Software  Duke Nukem Forever was released in a much more modern form. The premise of gameplay remains unchanged for the most part: gamers play as a muscled macho, who eliminates hordes of hog-like alien enemies in an spectacular manner, while saving lives of attractive females. The mechanics were enhanced with, for example, the ability to finish off enemies, drive vehicles, or use stationary weapons, environment destruction, and regenerating health (dubbed as ego) bar. The protagonist can use a slew of ridiculous guns, among which one can find the shrinker  a gun which shrinks enemies. Duke Nukem Forever is still a brutal shooter, full of raw humor, mostly expressed in the protagonists remarks, voiced by John St. John.;https://cdn.gracza.pl/galeria/gry13/200/172808125.jpg
872;Painkiller;Action;09 April 2004;A fast-paced first-person shooter developed by Polish studio People Can Fly. In Painkiller the player assumes the role of Daniel Garner, who upon dying has been assigned to stop the armies of hell led by Lucifer himself. The story told in the game is linear and the campaign is split into five chapters, each one consisting of several levels. The gameplay is based on fighting hordes of enemies  all sorts of creatures coming straight from hell as well as even more powerful bosses. Fortunately, the protagonist is far from being defenseless against those enemies  in combat he uses a vast arsenal of creative weapons, starting with classic shotguns and rocket launchers to the famous Stakegun or the so-called Shuriken-do Gun. Painkiller is characterized by high-quality graphics and realistic physics simulated by Havok 2.;https://cdn.gracza.pl/galeria/gry13/200/335166843.jpg
873;Rise to Ruins;Strategy;14 October 2019;An independent strategy game that puts the player in the role of the supervisor of the creation and development of a small village. The production was made by SixtyGig Games studio. The artists were inspired by such titles as Gnomoria, Towns, Banished or Dwarf Fortress.;https://cdn.gracza.pl/galeria/gry13/200/598876750.jpg
874;LEGO The Incredibles;Arcade;15 June 2018;Travellers Tales Studios used The Incredibles movie license to create another action platform LEGO game. The title is similar to previous LEGO games, enabling the players to enjoy it alone or in cooperation with up to three friends.;https://cdn.gracza.pl/i/h/10/8559750.jpg
875;FTL: Faster Than Light;Strategy;14 September 2012;A strategy set in sci-fi reality telling the story of a lonely ship trying to escape a huge war armada. The flight route is planned in turn-based mode and the fights are played in real time. In addition, we need to manage the crew and improve our unit. An additional attraction is the fact that every time you start a new game, the world is generated randomly.;https://cdn.gracza.pl/i/h/10/1473429281.jpg
876;The Last Guardian;Adventure;06 December 2016;Third-person action adventure game created by the ex-members of Team Ico, led by Fumito Ueda. Previously, the studio had made their name known by giving us two of the most original and highest ranking titles ever to be released on PlayStation 2: Shadow of the Colossus and Ico. Their new game retains similar artwork style and equally unique atmosphere. You play as a young boy trying to escape the guards pursuing him. However, it is not him, but a giant, griffin-like creature named Trico, who is the central character in this story. The little protagonist is able to climb, jump, and squeeze through holes between rocks, but in some cases he needs help from the griffin, who can remove larger obstacles or carry the boy into seemingly inaccessible places. The authors put much emphasis on the character's interactions with Trico and the creatures artificial intelligence, as he has his own individual character and reacts differently depending on the situation.;https://cdn.gracza.pl/i/h/10/495896929.jpg
877;Darksiders II: Deathinitive Edition;Action;27 October 2015;Complete edition of Darksiders II, a TPP action game released in 2012, now remastered for the eight generation consoles by Nordic Games, who gained the license after the closure of THQ company. In the game you become one of the legendary Horsemen of the Apocalypse, trying to solve a complex intrigue and help one of his brothers, who got into some serious troubles. While playing, you will traverse vast locations on foot or on horseback, though the pinnacle of gameplay are the spectacular combat sequences, in which you can use the heros abilities, developed over time. As compared with the previous game, Deathfinitive Edition sports enhanced graphics with more detailed textures, better animations, and improved lighting and weather effects. In addition to the base game, this release contains all post-launch DLCs.;https://cdn.gracza.pl/i/h/10/495289446.jpg
878;Command & Conquer 3: Kane's Wrath;Strategy;26 March 2008;;https://cdn.gracza.pl/galeria/gry13/200/306636171.jpg
879;Dishonored: Death of the Outsider;Action;15 September 2017;Dishonored: Death of the Outsider is an action game set in the Dishonored game universe. We play as a new protagonist, Billie Lurk. She is an assassin with supernatural powers and the right hand of Daud, one of the series' primary antagonists and the character we played as in two DLCs of the first Dishonored game. Our job is to hunt down the titular Outsider, a mysterious being that is the source of the supernatural powers used by the series' heroes. Story is nonlinear and its outcome is heavy reliant on our choices. Death of the Outsider takes us to the city of Karnaca known from Dishonored 2. We will visit many various locations during our adventures, like cultist hideouts or underground fight clubs. Gameplay mechanics did not change and are the same as in the previous games of the series. Once again we can play stealthy and be a silent assassin or attack our enemies in plain sight. As we progress, we unlock new abilities and pieces of equipment. After finishing the game, we can play it once again in the Original Game Plus mode where we have access to abilities from Dishonored 2.;https://cdn.gracza.pl/i/h/10/350807638.jpg
880;Sunset Overdrive;Action;28 October 2014;Sunset Overdrive is a humorous third-person perspective shooter created by Insomniac Games studio. The player takes on the role of a cleaner who fights hordes of mutants that captured the eponymous post-apocalyptic city of Sunset.;https://cdn.gracza.pl/i/h/10/357821146.jpg
881;Battlefield 1942;Action;11 September 2002;Set in WWII realities, an multiplayer-focused FPS by Swedish studio DICE  though it includes a single player mode with bots as well. In Battlefield 1942 you take control of soldiers from one of the five countries fighting in the war. The character you control can assume one of five classes  Scout, Assault, Anti-Tank, Medic, and Engineer. The game offers 35 vehicles  starting with armored vehicles and tanks, through fighters and bombers, ending with different kinds of warships. The action takes place on 16 extensive maps modeled after real WWII battlefields. During gameplay you will visit the European, African, and Pacific theaters. Players are divided into two teams and try to hold control points  the key to success is cooperation.;https://cdn.gracza.pl/i/h/10/339735295.jpg
882;Burnout Paradise: The Ultimate Box;Racing;03 February 2009;A complete edition of the racing game released in 2008 by Criterion Games. The title was a great success and received many DLC expansions during the months following its debut. The game takes place in the titular Paradise City which has open structure and across which the player can freely move while accepting various racing challenges. The title slightly refreshes the formula of the series but without resigning from its characteristic traits, such as the arcade driving model and spectacular traffic crashes. The mechanics of Burnout Paradise: The Ultimate Box are same as in its predecessor that was released one year earlier. However, the game contains all DLC expansions that were previously available only through the PlayStation Network and Xbox Live. These DLC expansions introduce, among other things, motorcycles and night races to the game. The Ultimate Box is the first installment of this popular console series that was released on PC.;https://cdn.gracza.pl/i/h/10/256372979.jpg
883;Transport Fever;Strategy;08 November 2016;Transport Fever is an economic strategy by a Swiss studio, Urban Games. The previous game by this team was Train Fever, released in 2014. Contrary to that title, in Transport Fever the developers decided to offer not only land-based transport management, but aerial and marine transport as well. The goal of this game hasn't changed however - it still is about developing an efficient transport network connecting different locations, and allowing smooth transportation of goods and passengers. In Transport Fever players need to design routes and railways, erect strategic buildings such as railway stations, airports, and docking bays. The network has to be maintained and upgraded to meet the increasing demands of the market. The whole transport empire is strictly dependent on the economy;
884;Hob;Arcade;26 September 2017;An arcade adventure game developed by Runic Games, an American studio behind the Torchlight series. In Hob, we assume the role of a hero who wakes up in a beautiful but dangerous world on the verge of annihilation. The protagonist does not remember how he came to be in that place, and he will learn the answers for his questions only as the story progresses. Whats interesting, the production does not feature any text or dialogues, which gives a lot of room for interpretation. The core of the platformer gameplay is exploration of the open world and interacting with both encountered creatures and the planet itself, including solving logic puzzles. The items we find and the protagonists skills that are discovered in the course of the game prove to be helpful in a dangerous and constantly changing environment. Thanks to them, we can reach previously inaccessible places. Hob features original cel-shading graphics.;https://cdn.gracza.pl/i/h/10/421343287.jpg
