;Titile;Genre;Realease Date;Description;Title Of Video;YoTube URL;CoverPhotoTitle;Cover Photo Url ;ScreenShot1 Title;ScreenShot1 URL;ScreenShot2 Title;ScreenShot2 URL
610;Star Wars: The Force Unleashed - Ultimate Sith Edition;Action;03 November 2009;An expanded version of a third-person action game set in the universe of Star Wars, which launched in 2008 on popular stationary and portable consoles. This time, also the PC players got to assume the role of Darth Vaders apprentice, as he explores different planets and spreads the influence of the Dark Side of the Force. Moreover, Star Wars: The Force Unleashed - Ultimate Sith Edition offers three bonus scenarios set between the events of the third and the fourth episode of the movie saga. Two of them have already been available as DLC packs. The third scenario, entitled Infinites, has been created specially for this edition and features an alternative ending of the original story. In it, the protagonist defeats his master and takes his place beside the Emperor himself, and his final task is to defeat the remaining Jedi Knights, such as Obi-Wan Kenobi and Luke Skywalker.;Let's Play Star Wars: The Force Unleashed Ultimate Sith Edition Ep. 1;https://www.youtube.com/watch?v=XO1WxkAIcSo;Star Wars  The Force Unleashed - Ultimate Sith Edition.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Star Wars  The Force Unleashed - Ultimate Sith Edition.jpg;star_wars__the_force_unleashed_-_ultimate_sith_edition_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_force_unleashed_-_ultimate_sith_edition_screenshot\1.jpg;star_wars__the_force_unleashed_-_ultimate_sith_edition_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_force_unleashed_-_ultimate_sith_edition_screenshot\2.jpg
590;Star Wars: The Force Unleashed II;Action;26 October 2010;Created by Aspyr Media in collaboration with LucasArts, Star Wars: The Force Unleashed II is a full-fledged sequel to a Star Wars action game about Darth Vaders secret apprentice named Starkiller, reprising his role as the protagonist in the sequel. Together you get to explore an array of iconic locations set in the universe created by George Lucas, take part in many epic battles, and use the Starkillers unique skills as well as the power of the Dark Side of the Force. Star Wars: The Force Unleashed II features slightly altered mechanics with balance equally distributed between combat, tactics, and puzzle solving. The main hero has also gained new abilities (e.g. Mind Trick or Force Fury), and the game features more demanding opponents, some of which are resistant to certain attacks, thus forcing you to use different tactics. Apart from ordinary walking levels the game includes sequences in which you fight as a TIE Fighter pilot or moments when you are falling down while fighting and avoiding obstacles.;Star Wars: The Force Unleashed 2 FULL Walkthrough No Commentary Gameplay Part 1 Longplay (PC) 60fps;https://www.youtube.com/watch?v=QQFZtrP89bA;Star Wars  The Force Unleashed II.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Star Wars  The Force Unleashed II.jpg;star_wars__the_force_unleashed_ii_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_force_unleashed_ii_screenshot\1.jpg;star_wars__the_force_unleashed_ii_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_force_unleashed_ii_screenshot\2.jpg
59;Star Wars: The Old Republic;RPG;20 December 2011;An MMORPG set in the Star Wars universe and a spiritual successor to the Knights of the Old Republic series. It was created by a seasoned RPG developer, BioWare Studios, also known for such cult titles as Baldurs Gate, Dragon Age, and Mass Effect. The game lets you choose between the dark or the light side of the Force and create a unique avatar, selecting from 8 available classes. Gameplay focuses on exploration, combat, and developing your heros skills, although much emphasis is put on the story presented in the distinctive BioWare style. It is possible to play solo, but the games essence is about playing together with friends. The game lets you join a team and either complete story-related missions together or compete against others in one of PvP modes. A great deal of vast locations  both well-known to the Star Wars fans as well as brand new ones  await to be explored.;Star Wars: The Old Republic Walkthrough Part 1 Jedi - Let's Play Gameplay (1080p 60fps);https://www.youtube.com/watch?v=LMNm3SCLfN4;Star Wars  The Old Republic.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Star Wars  The Old Republic.jpg;star_wars__the_old_republic_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_old_republic_screenshot\1.jpg;star_wars__the_old_republic_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_old_republic_screenshot\2.jpg
252;Star Wars: The Old Republic - Onslaught;RPG;22 October 2019;Seven large expansion for Star Wars: The Old Republic. The add-on offers a new feature campaign, introduces new locations, items and playable races, and changes the maximum level of experience for your character.;SWTOR Onslaught Expansion Gameplay Let's Play PC Part 1 (DARK SITH INQUISITOR);https://www.youtube.com/watch?v=8XQwoew_r3Q;Star Wars  The Old Republic - Onslaught.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Star Wars  The Old Republic - Onslaught.jpg;star_wars__the_old_republic_-_onslaught_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_old_republic_-_onslaught_screenshot\1.jpg;star_wars__the_old_republic_-_onslaught_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\star_wars__the_old_republic_-_onslaught_screenshot\2.jpg
911;StarCraft II: Legacy of the Void;Strategy;10 November 2015;The third chapter of StarCraft II trilogy that came out as a sequel to Blizzards bestselling science-fiction RTS. The last episode of the story is devoted to the most mysterious race in the StarCraft universe  the Protoss. You assume the role of the commander of this technically advanced faction, which went through significant evolution as compared with the first game released in 1998. The Protoss army is much more mobile, and individual representatives of the race are faster and gained a new ability - teleportation. In contrast with the other two factions, whose campaigns concentrated on battles, the chapter about the Protoss puts more emphasis on diplomacy, solving internal conflicts, and seeking compromises. Furthermore, the time that lapsed from the release of the previous episode was used to enhance the graphics and make several minor improvements to the gameplay mechanics.;Starcraft 2 Legacy of the Void Gameplay Walkthrough Part 1 Campaign Story Let's Play 1080p HD Brutal;https://www.youtube.com/watch?v=2SbMVuEwzlg;StarCraft II  Legacy of the Void.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\StarCraft II  Legacy of the Void.jpg;starcraft_ii__legacy_of_the_void_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\starcraft_ii__legacy_of_the_void_screenshot\1.jpg;starcraft_ii__legacy_of_the_void_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\starcraft_ii__legacy_of_the_void_screenshot\2.jpg
425;StarCraft II: Wings of Liberty;Strategy;27 July 2010;A sequel to a bestselling RTS game released by the Blizzard company in 1998. The story of the second game was split into three separate episodes;StarCraft II: Wings of Liberty - Protoss Gameplay Video;https://www.youtube.com/watch?v=-PfkVeI7AiA;StarCraft II  Wings of Liberty.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\StarCraft II  Wings of Liberty.jpg;starcraft_ii__wings_of_liberty_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\starcraft_ii__wings_of_liberty_screenshot\1.jpg;starcraft_ii__wings_of_liberty_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\starcraft_ii__wings_of_liberty_screenshot\2.jpg
126;Stardew Valley;RPG;26 February 2016;The debut production from the independent studio Concerned Ape. It is a sandbox RPG that focuses on the life of a farmer. Stardew Valley takes place in a fantasy realm filled with magic, where the player becomes a young farmer whose ambition is to transform his small field into a giant farm generating great profits. The main task of the player is to plant plants, gather the crops and expand the farm with new infrastructure and agricultural products. In order to be more interesting, the game also feature some RPG elements. One can also take active role in the life of the nearby village  make friendships and interact with the inhabitants of the settlement. This unlocks new challenges and earning opportunities for the player. As the game progress, the protagonist gains experience and learns new skills such as farming, mining, fishing, or animal feeding. One can also get married and have children in this randomly generated world.;Stardew Valley Trailer;https://www.youtube.com/watch?v=ot7uXNQskhs;Stardew Valley.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stardew Valley.jpg;stardew_valley_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stardew_valley_screenshot\1.jpg;stardew_valley_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stardew_valley_screenshot\2.jpg
614;State of Decay;Action;05 June 2013;A third-person perspective (TPP) sandbox action game developed by an independent studio Undead Labs. The player is in control of a shopkeeper, Marcus Campbell, and his small group of survivors, who try to survive in a world overrun by zombies. The developers prepared several dozen playable characters in total, each of them endowed with unique skills. As befits a sandbox game, State of Decay features great freedom of action and a sizable open world to explore. Besides fighting the undead, gameplay focuses on such activities as rescuing other characters, collecting food, searching for weapons and ammunition and building shelters. Game is built on CryEngine 3 and features single player mode only.;State of Decay Gameplay Walkthrough Part 1 - Intro;https://www.youtube.com/watch?v=B0Q1l07NeKU;State of Decay.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\State of Decay.jpg;state_of_decay_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\state_of_decay_screenshot\1.jpg;state_of_decay_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\state_of_decay_screenshot\2.jpg
331;State of Decay 2;Action;22 May 2018;An official sequel to the 2013s sandbox action game by Undead Labs. The action of State of Decay 2 takes place in a post-apocalyptic open world after an outbreak of a zombie epidemic. While playing, we get a chance to led a group of survivors, each of whom has their own biography, skills, and character traits. We can freely switch between them while building a shelter, exploring the world, and searching nearby buildings for resources necessary for survival. Fighting zombies, we use various kinds of improvised weapons. The title features a character development system in which we can perfect our heroes by engaging in certain activities. Apart from the story campaign, the production offers an indefinite survival mode and a full-fledged multiplayer that allows up to four players to cooperate, each managing their own group.;STATE OF DECAY 2 Walkthrough Gameplay Part 1 - INTRO (Xbox One X);https://www.youtube.com/watch?v=IIaIvTnhIrs;State of Decay 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\State of Decay 2.jpg;state_of_decay_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\state_of_decay_2_screenshot\1.jpg;state_of_decay_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\state_of_decay_2_screenshot\2.jpg
852;SteamWorld Dig 2;Arcade;21 September 2017;A sequel to the 2013 metroidvania title, developed by Image & Form. Once again, the players are taken to a unique world that combines steampunk with western setting, this time as a female robot looking for her missing friend. The gameplay of SteamWorld Dig 2 doesnt depart from the groundwork of its predecessor, focusing on digging underground tunnels to reach places of interest and find treasures we can spend to upgrade our equipment. There are also various enemies to defeat with our more or less fancy weapons. Like the previous works of Image & Form, the game features good-looking cartoonish visuals.;Steamworld Dig 2 Review;https://www.youtube.com/watch?v=szdDQIRxC0w;SteamWorld Dig 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\SteamWorld Dig 2.jpg;steamworld_dig_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\steamworld_dig_2_screenshot\1.jpg;steamworld_dig_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\steamworld_dig_2_screenshot\2.jpg
555;Steel Division 2;Strategy;20 June 2019;A continuation of Steel Division: Normandy 44 - war strategy published in 2017. As in the case of its predecessor, the game takes place during World War II, but this time the players are thrown on the infamous eastern front.;Steel Division 2 - Gameplay (PC/UHD);https://www.youtube.com/watch?v=cUWmVWQ-QX0;Steel Division 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Steel Division 2.jpg;steel_division_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\steel_division_2_screenshot\1.jpg;steel_division_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\steel_division_2_screenshot\2.jpg
101;Stellaris;Strategy;09 May 2016;A real-time space strategy with RPG elements developed by Paradox Interactive  the creators of such renowned series as Europa Universalis or Crusader Kings. The game is played in a procedurally generated interstellar space, where your job is to build a galactic empire. A the beginning of the game you choose one of the 7 playable races that differ in appearance, skills, and ethics. The game focuses on exploration and expansion, giving you the choice to subdue other species by force or ally with them, using an advanced diplomacy system. Either way, the nations unwilling to engage in peace talks will have to be persuaded on the battlefield, where battle-hardened fleets serve as your envoys. The title offers three independent technological trees, allowing you to focus on developing your civilization's society, engineering, or physics, depending on your preferences.;STELLARIS PL - (odc.1) #1 - Kosmiczne 4X od twórców Europa Universalis  - Gameplay po polsku;https://www.youtube.com/watch?v=SOSvFX1GqWU;Stellaris.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stellaris.jpg;stellaris_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stellaris_screenshot\1.jpg;stellaris_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stellaris_screenshot\2.jpg
839;Stranded Sails: Explorers of the Cursed Islands;RPG;17 October 2019;Stranded Sails - Explorers of the Cursed Islands is an open world adventure game from rokapublish studio. We play the role of a shipwrecked man who, together with his crew, has the task of getting out of the cursed archipelago, where he got stuck after the shipwreck.;Stranded Sails: Explorers of the Cursed Islands (2019) Gameplay Walkthrough Part 1 (No Commentary);https://www.youtube.com/watch?v=dG38qqEDG3w;Stranded Sails  Explorers of the Cursed Islands.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stranded Sails  Explorers of the Cursed Islands.jpg;stranded_sails__explorers_of_the_cursed_islands_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stranded_sails__explorers_of_the_cursed_islands_screenshot\1.jpg;stranded_sails__explorers_of_the_cursed_islands_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stranded_sails__explorers_of_the_cursed_islands_screenshot\2.jpg
694;Strange Brigade;Action;28 August 2018;A TPP shooter game set in the alternative 1930s, developed by Rebellion. The game allows you to explore the mysterious nooks of the British Empire and discovers the secrets left by ancient civilizations. The task is made more difficult by the fact that such locations are guarded by fantastic beasts revived by Seteki, the Egyptian witch-queen. The gameplay of Strange Brigade focuses on bloody battles with varied mythological creatures. In combat, you can have a team consisting of yourself and up to 3 other players  but although the game is co-op-oriented, you can also play on your own. The characters use their unique abilities, firearms and equipment. The game features a distinct style resembling adventure movies from the early 20th century.;12 Minutes of New Strange Brigade Gameplay Featuring Giant Scorpions;https://www.youtube.com/watch?v=JCMJCDwwz_Q;Strange Brigade.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Strange Brigade.jpg;strange_brigade_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\strange_brigade_screenshot\1.jpg;strange_brigade_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\strange_brigade_screenshot\2.jpg
766;Streets of Rogue;Action;12 July 2019;A complex roguelike production in which we go to a hard-ruled city and our task is to reach the top floor of the metropolis and overthrow its mayor-tyrant. Streets of Rogue can be played alone or with up to three players.;Streets of Rogue - Rogue Rebellion - Part 1 Let's Play Streets of Rogue Gameplay;https://www.youtube.com/watch?v=GeVbYoeyHrg;Streets of Rogue.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Streets of Rogue.jpg;streets_of_rogue_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\streets_of_rogue_screenshot\1.jpg;streets_of_rogue_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\streets_of_rogue_screenshot\2.jpg
543;Stronghold;Strategy;18 October 2001;A medieval strategy which combines, in a rather unusual way, a castle builder simulator with a Settlers-like economic game. The player assumes the role of one of medieval lords whose task is to transform a small settlement into a powerful and well fortified stronghold and then protect it from the invaders. The castle can constructed by using various premade elements such as walls, towers, bridges or moats. Economical infrastructure is important as well since it provides constant income of resources and food as well as job for the peasants. The game is divided into two main modes: the economical one in which the most important part is to expand the settlement;Stronghold HD Gameplay;https://www.youtube.com/watch?v=V2Ut26qXaIo;Stronghold.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stronghold.jpg;stronghold_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_screenshot\1.jpg;stronghold_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_screenshot\2.jpg
624;Stronghold 2;Strategy;19 April 2005;The second installment in the series of strategy games which was started in 2001 by Firefly studio. The developers decided not to experiment with gameplay mechanics and instead only expanded the best features of the original. The player can once again choose from two separate campaigns which focus on either the economic or the military aspects of the gameplay. The list of available siege machines and defense tools was expanded, the realism of the game was improved and a possibility to use various battle formations was introduced. The economic part of the game was improved as well  now it offers almost 140 buildings and 20 different production chains. The necessity to keep the stronghold clean was introduced. Ignoring this can lead to plague or an epidemic outbreak. The most visible change is a fully three-dimensional graphics engine. Thanks to it one can observe the settlement from top-down perspective and the battles, in which up to 1000 units can participate, now take place also inside buildings.;Stronghold 2: Steam Edition - 4K GAMEPLAY;https://www.youtube.com/watch?v=88PpX0yIwe4;Stronghold 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stronghold 2.jpg;stronghold_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_2_screenshot\1.jpg;stronghold_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_2_screenshot\2.jpg
960;Stronghold 3;Strategy;25 October 2011;The third installment of a bestselling strategy game series introduced in 2001. After the previous titles which experimented with the game mechanics, the devs at Firefly studios decided to return to the roots. Therefore, the players task is the development of a medieval village, along with the titular stronghold and the system of fortifications which ensure the safety of its residents. Following the formula of the previous game, the gameplay was divided into military and economic parts. We can focus on the economical aspect, ensuring a steady supply of the necessary raw materials, providing jobs for our subjects in progress. We can also focus on the military aspect, expanding the army and participating in battles, involving different specialized units and heavy siege machines. Aside from the typical game modes, a completely new mode, called free building, was introduced. The new graphic engine offers an improved visual layer, and the ability to wage battles during the night.;Stronghold 3 - 1080p Gameplay- [V.1.0.24037] First Release;https://www.youtube.com/watch?v=BaWkSeJcIyI;Stronghold 3.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stronghold 3.jpg;stronghold_3_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_3_screenshot\1.jpg;stronghold_3_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_3_screenshot\2.jpg
490;Stronghold Crusader HD;Strategy;01 November 2012;An improved edition of a popular RTS game created by FireFly Studios and originally released back in 2002. The HD edition increases the maximum resolution supported and adds zooming in and out in the isometric view. The game offers the entire content of the original release, supplemented with additional units, scenarios and tactical options introduced in the Stronghold Warchest and Stronghold Crusader Extreme editions. The player assumes the role of a castle's administrator living during the first three crusades. Throughout several single player campaigns, the player completes a series of story missions, familiarizing themselves with subsequent game mechanics. Balancing between prosperous economy and powerful army is the core element of gameplay here. Apart from standard campaigns, the game offers a set of individual scenarios and multiplayer missions for up to 8 players. Beyond the aforementioned technical improvements, the audiovisuals as such were not changed.;Let's Play a Little: Stronghold Crusader HD - 1/4;https://www.youtube.com/watch?v=l58Z8TWmimU;Stronghold Crusader HD.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stronghold Crusader HD.jpg;stronghold_crusader_hd_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_crusader_hd_screenshot\1.jpg;stronghold_crusader_hd_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold_crusader_hd_screenshot\2.jpg
254;Stronghold: Crusader;Strategy;24 September 2002;A sequel to Stronghold, an economic strategy game set in the Middle Ages and developed by FireFly Studios in 2001. This time we travel to the Middle East of the crusades period in the late 11th and the early 12th century. The game mechanics are not much different from what fans of the series know and love. The game's biggest innovation is the setting, albeit it features also some minor gameplay adjustment, such as dealing with limited water supplies. The developers offered four campaigns, in which you can lead the crusader army as Richard the Lionheart or command the Arabic soldiers as Saladin. The already wide spectrum of military units was expanded even further, featuring several units unique for each side of the conflict. In addition, the game offers a wider selection of clever siege weapons and defensive measures to be used in battle, a functional scenario editor, and a new Skirmish Mode.;Stronghold Crusader HD - 1v1 Domination | Multiplayer Gameplay;https://www.youtube.com/watch?v=jR22z22y0xU;Stronghold  Crusader.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stronghold  Crusader.jpg;stronghold__crusader_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold__crusader_screenshot\1.jpg;stronghold__crusader_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold__crusader_screenshot\2.jpg
630;Stronghold: Crusader Extreme;Strategy;28 May 2008;A refreshed version of Stronghold Crusader, a 2002 strategy game. The new edition was developed by the creators of the original game  Firefly Studios. The game starts when the story of the first Stronghold ended and player is once again moved to the times of the medieval crusades that were supposed to reclaim the holy city of Jerusalem from the hands of the infidels. The player is tasked with creating a powerful army of knights and leading it against the infidels from the East. Gameplay mechanics havent changed, only new tactical options were introduced, giving the player greater control over the battle. New maps and units that once were available only in special edition of the game were added as well. The new edition uses improved engine of the original title, allowing for up to ten thousand units to fight simultaneously. The game has improved compatibility with newer operating systems.;Stronghold Crusader Extreme - Mission 1 | Look Out (Extreme Trail);https://www.youtube.com/watch?v=Dk0ORHLxlgU;Stronghold  Crusader Extreme.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stronghold  Crusader Extreme.jpg;stronghold__crusader_extreme_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold__crusader_extreme_screenshot\1.jpg;stronghold__crusader_extreme_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold__crusader_extreme_screenshot\2.jpg
358;Stronghold: Crusader II;Strategy;23 September 2014;An RTS set in medieval and a sequel to the 2001 hit strategy game, Stronghold. In Stronghold: Crusader II, players once again take role of a leader of medieval armies fighting in the Middle East during the crusades. Similarly to is predecessor, the gameplay focuses on ruling one's fortress, including the management of resources and workforce, building fortifications, and building an army to defend your stronghold, but also laying siege to enemy castles. Developers from FireFly studio aimed to implement bigger maps and many new types of units. Another novelty is a multiplayer co-op mode, which effectively allows you to divide ruler's duties between a military commander and an administrator.;Let's Play Stronghold Crusader 2 - Campaign Gameplay Episode 1[English];https://www.youtube.com/watch?v=OdgJZyHy5f4;Stronghold  Crusader II.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stronghold  Crusader II.jpg;stronghold__crusader_ii_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold__crusader_ii_screenshot\1.jpg;stronghold__crusader_ii_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stronghold__crusader_ii_screenshot\2.jpg
544;Stygian: Reign of the Old Ones;RPG;26 September 2019;A classic cRPG game with a turn-based combat system, set in a world created by the legendary American writer H.P. Lovecraft. We play the role of one of the inhabitants of the town of Arkham, which one day was transferred to another dimension and subjected to ancient, dark forces. The gameplay mechanics combines elements of classic cRPG games from the late 1990s with a number of unique, original solutions.;Stygian: Reign of the Old Ones Gameplay (PC HD);https://www.youtube.com/watch?v=0asJZWV-s4U;Stygian  Reign of the Old Ones.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Stygian  Reign of the Old Ones.jpg;stygian__reign_of_the_old_ones_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stygian__reign_of_the_old_ones_screenshot\1.jpg;stygian__reign_of_the_old_ones_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\stygian__reign_of_the_old_ones_screenshot\2.jpg
786;Styx: Shards of Darkness;Action;14 March 2017;A sequel to the well-received TPP stealth game Styx: Master of Shadows by French studio Cyanide. Once again you play as the goblin assassin known from the first installment and the RPG Of Orcs and Men. The protagonist goes to the city of Körangar, a stronghold of the Dark Elves. There he discovers that a secretive meeting of the Elves and the Dwarves is just a cover for a dangerous conspiracy of the goblin-hating races. Your task is to uncover the secrets surrounding the conspiracy and to save your kin from annihilation. In terms of mechanics, Styx: Shades of Darkness does not differ much from its predecessor, focusing on the stealth aspect and the quiet ways of eliminating your opponents. At the same time, the game's world has become more expansive, and the protagonist now has a range of new abilities, such as being able to jump from one corner of the room to another, climb up ropes or us a knife to move around via zip-lines.;Styx Shards of Darkness - Back at It - Part 1 Let's Play Styx Shards of Darkness Gameplay;https://www.youtube.com/watch?v=sUXv4q9aBms;Styx  Shards of Darkness.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Styx  Shards of Darkness.jpg;styx__shards_of_darkness_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\styx__shards_of_darkness_screenshot\1.jpg;styx__shards_of_darkness_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\styx__shards_of_darkness_screenshot\2.jpg
212;Subnautica;Adventure;23 January 2018;A sandbox game by Unknown Worlds that combines elements of action-adventure productions and RPGs. As the games universe draws inspiration from such novels as Twenty Thousand Leagues Under the Sea, at the bottom of the ocean you can find bizarre sea monsters, as well as remnants of futuristic buildings and ships. The player assumes the role of a captain of an advanced submarine, and explores the depths of the ocean. The games characteristic feature is the ability to design vessels and determine such things as performance, layout, on-board mechanisms, and materials used for the construction. You begin with rather primitive ships, but as you progress you will be able to construct more advanced vessels, and explore previously unavailable parts of the ocean. While playing, you can freely walk around your ship, and even go outside to explore the marine world on your own.;Subnautica Official Gameplay Trailer;https://www.youtube.com/watch?v=C9tc8t4jOo0;Subnautica.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Subnautica.jpg;subnautica_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\subnautica_screenshot\1.jpg;subnautica_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\subnautica_screenshot\2.jpg
504;Sudden Strike 4;Strategy;11 August 2017;The fourth installment in the series of real-time war strategies started in 2000 by Fireglow studio. After the franchise was taken over by Kalypso Media, the task of creating a new installment was given to the young team from Kite Games. Similarly as previous installments of the saga, Sudden Strike 4 takes place during World War II. In the game the player controls the armed forces of Germany, USA, Great Britain and Soviet Union, participating in battles during three large story campaigns and multiplayer skirmishes. The players can choose from more than one hundred varied units and from large variety of tactical options such as ambushes, using buildings as strong points, calling for air support or taking advantage of tanks' weak points. The greatest novelty introduced in this installment are much larger maps and the addition of nine generals based on historical figures. Their unique abilities can turn the tide of battle.;Battle #1: Operation Overlord - Sudden Strike 4 - Allied Campaign Gameplay;https://www.youtube.com/watch?v=esYlxpszkBk;Sudden Strike 4.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Sudden Strike 4.jpg;sudden_strike_4_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\sudden_strike_4_screenshot\1.jpg;sudden_strike_4_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\sudden_strike_4_screenshot\2.jpg
876;Sunset Overdrive;Action;28 October 2014;Sunset Overdrive is a humorous third-person perspective shooter created by Insomniac Games studio. The player takes on the role of a cleaner who fights hordes of mutants that captured the eponymous post-apocalyptic city of Sunset.;Sunset Overdrive - E3-Trailer und Gameplay;https://www.youtube.com/watch?v=cOSnhhWcukk;Sunset Overdrive.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Sunset Overdrive.jpg;sunset_overdrive_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\sunset_overdrive_screenshot\1.jpg;sunset_overdrive_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\sunset_overdrive_screenshot\2.jpg
